studentenrollmentbyell2008-2021
District,FIPS,Year,Learner,Variable,Type,Value
Side By Side Charter School District,,2019-2020,English Language Learner,Student Enrollment,Number,23
Side By Side Charter School District,,2020-2021,Non-English Language Learner,Student Enrollment,Number,207
Side By Side Charter School District,,2020-2021,English Language Learner,Student Enrollment,Number,28
Simsbury School District,900368940,2007-2008,Non-English Language Learner,Student Enrollment,Number,4904
Simsbury School District,900368940,2007-2008,English Language Learner,Student Enrollment,Number,69
Simsbury School District,900368940,2008-2009,Non-English Language Learner,Student Enrollment,Number,4894
Simsbury School District,900368940,2008-2009,English Language Learner,Student Enrollment,Number,56
Simsbury School District,900368940,2009-2010,Non-English Language Learner,Student Enrollment,Number,4838
Simsbury School District,900368940,2009-2010,English Language Learner,Student Enrollment,Number,48
Simsbury School District,900368940,2010-2011,Non-English Language Learner,Student Enrollment,Number,4722
Simsbury School District,900368940,2010-2011,English Language Learner,Student Enrollment,Number,59
Simsbury School District,900368940,2011-2012,Non-English Language Learner,Student Enrollment,Number,4637
Simsbury School District,900368940,2011-2012,English Language Learner,Student Enrollment,Number,53
Simsbury School District,900368940,2012-2013,Non-English Language Learner,Student Enrollment,Number,4503
Simsbury School District,900368940,2012-2013,English Language Learner,Student Enrollment,Number,50
Simsbury School District,900368940,2013-2014,Non-English Language Learner,Student Enrollment,Number,4338
Simsbury School District,900368940,2013-2014,English Language Learner,Student Enrollment,Number,39
Simsbury School District,900368940,2014-2015,Non-English Language Learner,Student Enrollment,Number,4262
Simsbury School District,900368940,2014-2015,English Language Learner,Student Enrollment,Number,45
Simsbury School District,900368940,2015-2016,Non-English Language Learner,Student Enrollment,Number,4137
Simsbury School District,900368940,2015-2016,English Language Learner,Student Enrollment,Number,53
Simsbury School District,900368940,2016-2017,Non-English Language Learner,Student Enrollment,Number,4097
Simsbury School District,900368940,2016-2017,English Language Learner,Student Enrollment,Number,64
Simsbury School District,900368940,2017-2018,Non-English Language Learner,Student Enrollment,Number,4037
Simsbury School District,900368940,2017-2018,English Language Learner,Student Enrollment,Number,61
Simsbury School District,900368940,2018-2019,Non-English Language Learner,Student Enrollment,Number,4013
Simsbury School District,900368940,2018-2019,English Language Learner,Student Enrollment,Number,67
Simsbury School District,900368940,2019-2020,Non-English Language Learner,Student Enrollment,Number,4028
Simsbury School District,900368940,2019-2020,English Language Learner,Student Enrollment,Number,63
Simsbury School District,900368940,2020-2021,Non-English Language Learner,Student Enrollment,Number,3957
Simsbury School District,900368940,2020-2021,English Language Learner,Student Enrollment,Number,65
Somers School District,901369220,2007-2008,Non-English Language Learner,Student Enrollment,Number,1722
Somers School District,901369220,2007-2008,English Language Learner,Student Enrollment,Number,12
Somers School District,901369220,2008-2009,Non-English Language Learner,Student Enrollment,Number,1717
Somers School District,901369220,2008-2009,English Language Learner,Student Enrollment,Number,12
Somers School District,901369220,2009-2010,Non-English Language Learner,Student Enrollment,Number,1650
Somers School District,901369220,2009-2010,English Language Learner,Student Enrollment,Number,10
Somers School District,901369220,2010-2011,Non-English Language Learner,Student Enrollment,Number,1629
Somers School District,901369220,2010-2011,English Language Learner,Student Enrollment,Number,11
Somers School District,901369220,2011-2012,Non-English Language Learner,Student Enrollment,Number,1612
Somers School District,901369220,2011-2012,English Language Learner,Student Enrollment,Number,10
Somers School District,901369220,2012-2013,Non-English Language Learner,Student Enrollment,Number,1579
Somers School District,901369220,2012-2013,English Language Learner,Student Enrollment,Number,7
Somers School District,901369220,2013-2014,Non-English Language Learner,Student Enrollment,Number,-9999
Somers School District,901369220,2013-2014,English Language Learner,Student Enrollment,Number,-9999
Somers School District,901369220,2014-2015,Non-English Language Learner,Student Enrollment,Number,-9999
Somers School District,901369220,2014-2015,English Language Learner,Student Enrollment,Number,-9999
Somers School District,901369220,2015-2016,Non-English Language Learner,Student Enrollment,Number,-9999
Somers School District,901369220,2015-2016,English Language Learner,Student Enrollment,Number,-9999
Somers School District,901369220,2016-2017,Non-English Language Learner,Student Enrollment,Number,-9999
Somers School District,901369220,2016-2017,English Language Learner,Student Enrollment,Number,-9999
Somers School District,901369220,2017-2018,Non-English Language Learner,Student Enrollment,Number,-9999
Somers School District,901369220,2017-2018,English Language Learner,Student Enrollment,Number,-9999
Somers School District,901369220,2018-2019,Non-English Language Learner,Student Enrollment,Number,1372
Somers School District,901369220,2018-2019,English Language Learner,Student Enrollment,Number,7
Somers School District,901369220,2019-2020,Non-English Language Learner,Student Enrollment,Number,1345
Somers School District,901369220,2019-2020,English Language Learner,Student Enrollment,Number,8
Somers School District,901369220,2020-2021,Non-English Language Learner,Student Enrollment,Number,-9999
Somers School District,901369220,2020-2021,English Language Learner,Student Enrollment,Number,-9999
South Windsor School District,900371390,2007-2008,Non-English Language Learner,Student Enrollment,Number,4873
South Windsor School District,900371390,2007-2008,English Language Learner,Student Enrollment,Number,99
South Windsor School District,900371390,2008-2009,Non-English Language Learner,Student Enrollment,Number,4721
South Windsor School District,900371390,2008-2009,English Language Learner,Student Enrollment,Number,118
South Windsor School District,900371390,2009-2010,Non-English Language Learner,Student Enrollment,Number,4584
South Windsor School District,900371390,2009-2010,English Language Learner,Student Enrollment,Number,112
South Windsor School District,900371390,2010-2011,Non-English Language Learner,Student Enrollment,Number,4523
South Windsor School District,900371390,2010-2011,English Language Learner,Student Enrollment,Number,76
South Windsor School District,900371390,2011-2012,Non-English Language Learner,Student Enrollment,Number,4306
South Windsor School District,900371390,2011-2012,English Language Learner,Student Enrollment,Number,89
South Windsor School District,900371390,2012-2013,Non-English Language Learner,Student Enrollment,Number,4224
South Windsor School District,900371390,2012-2013,English Language Learner,Student Enrollment,Number,97
South Windsor School District,900371390,2013-2014,Non-English Language Learner,Student Enrollment,Number,4176
South Windsor School District,900371390,2013-2014,English Language Learner,Student Enrollment,Number,111
South Windsor School District,900371390,2014-2015,Non-English Language Learner,Student Enrollment,Number,4059
South Windsor School District,900371390,2014-2015,English Language Learner,Student Enrollment,Number,157
South Windsor School District,900371390,2015-2016,Non-English Language Learner,Student Enrollment,Number,4003
South Windsor School District,900371390,2015-2016,English Language Learner,Student Enrollment,Number,153
South Windsor School District,900371390,2016-2017,Non-English Language Learner,Student Enrollment,Number,4013
South Windsor School District,900371390,2016-2017,English Language Learner,Student Enrollment,Number,175
South Windsor School District,900371390,2017-2018,Non-English Language Learner,Student Enrollment,Number,4047
South Windsor School District,900371390,2017-2018,English Language Learner,Student Enrollment,Number,212
South Windsor School District,900371390,2018-2019,Non-English Language Learner,Student Enrollment,Number,4112
South Windsor School District,900371390,2018-2019,English Language Learner,Student Enrollment,Number,258
South Windsor School District,900371390,2019-2020,Non-English Language Learner,Student Enrollment,Number,4253
South Windsor School District,900371390,2019-2020,English Language Learner,Student Enrollment,Number,301
South Windsor School District,900371390,2020-2021,Non-English Language Learner,Student Enrollment,Number,4235
